uuid|statusUuid|admmissinNo|streamUuid|firstname|middlename|lastname|gender|dateofbirth|birthcertificateNo|country|county|ward|regTerm|regYear|finalTerm|finalYear|studentType|studentLevel|admissiondate
C996E9D3-E7DA-4BD3-AAC5-E5B7B27A3BD7|B2733AB2-9CDB-4361-89C5-86B175A2E828|182|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Lionel|Jasper|Joseph|F|19/90/31|L177808|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
59B43BF1-96C3-418E-92B3-BAA41C053033|B2733AB2-9CDB-4361-89C5-86B175A2E828|183|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Ralph|Kuame|Driscoll|F|19/90/31|L177809|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
05DAA89D-EC2D-4660-AF5D-98D4D6868275|B2733AB2-9CDB-4361-89C5-86B175A2E828|184|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Hayes|Dolan|Asher|F|19/90/31|L177810|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
75C15B77-D270-4B5E-9E20-10359D26B247|B2733AB2-9CDB-4361-89C5-86B175A2E828|185|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Raphael|Omar|Nash|F|19/90/31|L177811|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
5A04C2A8-665F-488E-84E9-3D884DFE5597|B2733AB2-9CDB-4361-89C5-86B175A2E828|186|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Aquila|Bert|Ulysses|F|19/90/31|L177812|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
819D2201-8E32-4833-980D-3D34391C5628|B2733AB2-9CDB-4361-89C5-86B175A2E828|187|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Lewis|Ishmael|Wayne|F|19/90/31|L177813|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
D4B48A2A-9431-47AF-A9F7-E681D9759A38|B2733AB2-9CDB-4361-89C5-86B175A2E828|188|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Tanek|Lyle|Jack|F|19/90/31|L177814|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
186E9AF4-8511-49FB-96F7-003477234BBF|B2733AB2-9CDB-4361-89C5-86B175A2E828|189|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Ryan|Ali|Prescott|F|19/90/31|L177815|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
5CF6F4AA-3937-43CF-BE5A-95A35829867C|B2733AB2-9CDB-4361-89C5-86B175A2E828|190|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Damon|Nathaniel|Forrest|F|19/90/31|L177816|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
BF88828C-06E6-49B5-B273-8F1894CE92F1|B2733AB2-9CDB-4361-89C5-86B175A2E828|191|8D887AF8-F205-4B20-9FAF-580AC98ECE85|William|Eagan|Derek|F|19/90/31|L177817|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
C06F79B1-3DAB-4909-B1FA-9EF58BA4801C|B2733AB2-9CDB-4361-89C5-86B175A2E828|192|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Ian|Ryan|Matthew|F|19/90/31|L177818|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
932F985F-9892-4A6F-ABA7-BDC5E0C32458|B2733AB2-9CDB-4361-89C5-86B175A2E828|193|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Kuame|Malcolm|Jerry|F|19/90/31|L177819|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
783730F6-1262-4FCC-A486-EE4D44E2C22A|B2733AB2-9CDB-4361-89C5-86B175A2E828|194|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Ronan|Carter|Thor|F|19/90/31|L177820|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
628779AD-4968-4107-ADA4-14F13426470A|B2733AB2-9CDB-4361-89C5-86B175A2E828|195|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Grady|Peter|Jack|F|19/90/31|L177821|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
6A4DD014-D39D-4B9E-8BB4-7104FC5D6EB2|B2733AB2-9CDB-4361-89C5-86B175A2E828|196|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Maxwell|Holmes|Moses|F|19/90/31|L177822|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
8C2C68C8-3175-49F1-AB92-84561AD81563|B2733AB2-9CDB-4361-89C5-86B175A2E828|197|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Flynn|Kadeem|Talon|F|19/90/31|L177823|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
DDE3765A-38EF-4D45-B452-BB4D0DA3A079|B2733AB2-9CDB-4361-89C5-86B175A2E828|198|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Cameron|Judah|Linus|F|19/90/31|L177824|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
682FAD9B-C58C-4929-A460-FDD7C021A12F|B2733AB2-9CDB-4361-89C5-86B175A2E828|199|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Yardley|Adam|Hop|F|19/90/31|L177825|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
F88F51DD-F0F2-4454-A9FB-0C679EDC55C3|B2733AB2-9CDB-4361-89C5-86B175A2E828|200|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Lane|Basil|Galvin|F|19/90/31|L177826|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
8964C5F6-922A-4398-B8D8-2030560C1CF8|B2733AB2-9CDB-4361-89C5-86B175A2E828|201|8D887AF8-F205-4B20-9FAF-580AC98ECE85|Francis|Callum|Justin|F|19/90/31|L177827|Kenyan|Tharaka Nithi|Mugwe|1|2016|3|2019|Day|LOWER|2016-05-07 11:28:43.101+03
